OCCUPANCY,WINDOW,CO2,RH,Tin,MONTH_NUM,CO2_x_OCCUPANCY,CO2_x_WINDOW,WINDOW_x_OCCUPANCY,Temp_x_RH
0,0,1085.43,39.42,25.47,11,0.0,0.0,0,1004.0274
0,0,626.87,39.72,25.54,10,0.0,0.0,0,1014.4488
1,0,1041.73,52.17,23.46,10,1041.73,0.0,0,1223.9082
0,0,1154.68,39.78,26.19,5,0.0,0.0,0,1041.8382
1,0,1060.27,43.28,25.79,10,1060.27,0.0,0,1116.1912
1,0,934.1,33.1,27.67,1,934.1,0.0,0,915.877
0,0,470.77,32.16,25.15,2,0.0,0.0,0,808.8239999999998
0,0,979.37,38.18,22.13,3,0.0,0.0,0,844.9233999999999
1,0,1425.43,41.59,27.54,11,1425.43,0.0,0,1145.3886
1,0,1007.53,30.41,28.66,2,1007.53,0.0,0,871.5506
0,0,593.75,37.31,26.12,11,0.0,0.0,0,974.5372
0,0,574.08,31.4,27.0,4,0.0,0.0,0,847.8
0,0,372.72,31.16,24.86,1,0.0,0.0,0,774.6376
0,0,1254.15,36.33,25.82,11,0.0,0.0,0,938.0406
0,0,645.07,38.03,25.55,11,0.0,0.0,0,971.6665
0,0,568.25,36.66,19.65,3,0.0,0.0,0,720.3689999999999
0,0,612.87,50.54,23.24,10,0.0,0.0,0,1174.5495999999998
0,0,990.02,46.7,27.52,6,0.0,0.0,0,1285.184
0,0,518.02,27.03,30.46,4,0.0,0.0,0,823.3338000000001
0,0,875.18,27.02,27.18,3,0.0,0.0,0,734.4036
0,0,643.87,38.06,25.58,11,0.0,0.0,0,973.5748
1,0,1374.05,39.99,26.66,11,1374.05,0.0,0,1066.1334000000002
0,0,750.82,39.5,23.12,1,0.0,0.0,0,913.24
1,0,965.48,31.69,28.51,1,965.48,0.0,0,903.4819
0,0,805.7,32.24,26.06,2,0.0,0.0,0,840.1744
0,0,546.5,32.72,21.49,4,0.0,0.0,0,703.1528
1,0,1432.4,38.74,27.93,11,1432.4,0.0,0,1082.0082
1,0,1080.13,39.93,25.12,11,1080.13,0.0,0,1003.0416
1,0,690.72,24.42,28.58,3,690.72,0.0,0,697.9236
0,0,601.92,35.65,23.75,2,0.0,0.0,0,846.6875
0,0,955.55,46.01,22.66,11,0.0,0.0,0,1042.5866
1,0,502.27,24.76,26.84,3,502.27,0.0,0,664.5584
0,0,1072.3,28.47,26.31,3,0.0,0.0,0,749.0456999999999
0,0,366.2,30.87,24.18,1,0.0,0.0,0,746.4366
0,0,555.93,31.5,26.83,4,0.0,0.0,0,845.145
1,0,764.08,21.94,27.7,3,764.08,0.0,0,607.738
0,0,665.0,24.81,31.76,3,0.0,0.0,0,787.9656
0,0,450.83,32.63,24.55,1,0.0,0.0,0,801.0665000000001
0,0,941.62,43.06,25.96,10,0.0,0.0,0,1117.8376
0,0,1170.13,42.93,25.91,10,0.0,0.0,0,1112.3163
0,0,507.13,28.02,28.64,4,0.0,0.0,0,802.4928
1,0,727.23,27.35,27.59,2,727.23,0.0,0,754.5865
0,0,553.15,27.21,26.69,3,0.0,0.0,0,726.2349
0,0,1107.97,28.84,26.55,3,0.0,0.0,0,765.702
0,0,588.42,38.28,23.11,12,0.0,0.0,0,884.6508
0,0,610.23,37.61,25.85,11,0.0,0.0,0,972.2185
0,0,365.42,28.9,25.55,2,0.0,0.0,0,738.395
0,0,680.47,38.54,24.06,11,0.0,0.0,0,927.2724
0,0,1067.2,39.16,25.12,11,0.0,0.0,0,983.6992
0,0,772.22,26.55,26.63,3,0.0,0.0,0,707.0264999999999
0,0,512.22,40.5,25.44,10,0.0,0.0,0,1030.3200000000002
1,0,841.85,32.07,26.54,1,841.85,0.0,0,851.1378
1,0,1150.72,36.64,26.4,4,1150.72,0.0,0,967.296
0,0,550.23,32.44,21.26,4,0.0,0.0,0,689.6744
0,0,1201.33,32.79,25.82,3,0.0,0.0,0,846.6378
0,0,443.92,43.71,26.4,5,0.0,0.0,0,1153.944
0,0,828.15,38.78,24.47,11,0.0,0.0,0,948.9466
0,0,1048.93,42.94,25.44,10,0.0,0.0,0,1092.3936
1,0,888.18,36.71,21.97,3,888.18,0.0,0,806.5187
0,0,1336.7,28.88,27.35,3,0.0,0.0,0,789.868
0,0,583.03,31.07,27.25,4,0.0,0.0,0,846.6575
1,0,582.0,24.37,28.0,2,582.0,0.0,0,682.36
0,0,540.47,24.74,28.71,3,0.0,0.0,0,710.2854
0,0,601.47,35.33,23.85,2,0.0,0.0,0,842.6205
0,0,597.12,35.55,23.85,2,0.0,0.0,0,847.8675
1,0,1119.22,32.86,27.14,1,1119.22,0.0,0,891.8204
0,0,445.23,38.52,24.32,11,0.0,0.0,0,936.8064
0,0,468.95,21.75,27.9,3,0.0,0.0,0,606.8249999999999
1,1,701.85,55.26,26.76,8,701.85,701.85,1,1478.7576
1,0,827.43,42.54,25.48,10,827.43,0.0,0,1083.9192
1,0,1143.38,28.43,26.78,3,1143.38,0.0,0,761.3554
0,0,951.08,47.39,27.41,10,0.0,0.0,0,1298.9599
0,0,447.2,28.4,26.26,4,0.0,0.0,0,745.784
0,0,1079.68,47.42,28.09,10,0.0,0.0,0,1332.0278
1,0,1213.4,39.15,26.51,11,1213.4,0.0,0,1037.8665
0,0,601.52,40.12,21.6,12,0.0,0.0,0,866.592
0,0,1322.57,37.07,26.48,4,0.0,0.0,0,981.6136
0,0,708.4,22.34,27.62,3,0.0,0.0,0,617.0308
0,0,870.6,41.94,26.23,10,0.0,0.0,0,1100.0862
0,0,355.65,44.08,27.88,5,0.0,0.0,0,1228.9504
0,0,518.83,40.44,25.37,10,0.0,0.0,0,1025.9628
0,0,505.98,24.82,27.97,3,0.0,0.0,0,694.2153999999999
0,0,366.45,50.2,24.98,9,0.0,0.0,0,1253.996
0,0,995.17,28.44,26.35,3,0.0,0.0,0,749.3940000000001
0,0,688.72,38.24,26.43,11,0.0,0.0,0,1010.6832
0,1,545.47,55.13,27.33,8,0.0,545.47,0,1506.7029
0,0,509.47,30.62,26.56,4,0.0,0.0,0,813.2672
0,0,846.18,29.18,26.86,2,0.0,0.0,0,783.7748
0,0,554.72,38.6,23.22,1,0.0,0.0,0,896.292
1,0,817.15,29.25,26.82,2,817.15,0.0,0,784.485
0,0,421.47,28.1,26.73,4,0.0,0.0,0,751.113
0,0,1032.85,39.14,25.23,11,0.0,0.0,0,987.5022
0,0,1966.03,41.98,27.11,11,0.0,0.0,0,1138.0777999999998
0,0,732.77,45.01,23.82,11,0.0,0.0,0,1072.1382
1,0,1520.78,34.26,28.54,1,1520.78,0.0,0,977.7804
0,0,783.77,31.75,26.07,1,0.0,0.0,0,827.7225
0,0,950.47,31.25,26.96,1,0.0,0.0,0,842.5
0,0,849.3,28.19,25.45,3,0.0,0.0,0,717.4355
0,0,558.78,31.65,26.74,4,0.0,0.0,0,846.3209999999999
0,1,596.78,33.0,21.77,2,0.0,596.78,0,718.41
0,0,523.2,44.98,23.16,1,0.0,0.0,0,1041.7368
0,0,345.72,29.28,27.34,2,0.0,0.0,0,800.5152
1,0,1259.43,28.91,27.0,3,1259.43,0.0,0,780.57
0,0,1702.18,40.64,25.74,11,0.0,0.0,0,1046.0736
0,1,543.68,56.53,26.09,8,0.0,543.68,0,1474.8677
0,0,367.38,29.29,25.54,2,0.0,0.0,0,748.0666
0,0,479.48,30.15,25.07,2,0.0,0.0,0,755.8605
0,0,1001.13,46.77,27.56,6,0.0,0.0,0,1288.9812
1,0,928.72,32.99,26.8,1,928.72,0.0,0,884.1320000000001
0,0,1237.38,40.84,26.55,5,0.0,0.0,0,1084.302
0,0,597.12,37.63,25.9,11,0.0,0.0,0,974.617
0,0,391.12,36.73,24.31,5,0.0,0.0,0,892.9062999999999
0,0,919.92,32.66,26.67,1,0.0,0.0,0,871.0422
0,0,847.77,47.71,28.21,5,0.0,0.0,0,1345.8991
1,0,1313.57,40.9,25.36,11,1313.57,0.0,0,1037.224
0,0,783.43,32.34,26.01,1,0.0,0.0,0,841.1634000000001
0,0,590.95,46.69,27.35,5,0.0,0.0,0,1276.9715
0,0,1176.37,43.12,26.35,10,0.0,0.0,0,1136.212
0,0,843.12,32.76,25.76,1,0.0,0.0,0,843.8976
1,0,722.87,32.45,26.56,1,722.87,0.0,0,861.8720000000001
0,0,349.53,31.86,25.66,4,0.0,0.0,0,817.5276
1,0,427.58,35.92,25.99,10,427.58,0.0,0,933.5608
0,0,359.57,46.13,28.27,10,0.0,0.0,0,1304.0951
0,0,783.48,38.06,25.21,11,0.0,0.0,0,959.4926
1,0,934.47,32.28,26.74,1,934.47,0.0,0,863.1672
0,0,335.7,30.58,25.81,2,0.0,0.0,0,789.2697999999999
0,0,351.03,32.13,25.53,4,0.0,0.0,0,820.2789000000001
0,0,1223.67,39.41,24.95,11,0.0,0.0,0,983.2795
0,0,1112.1,31.77,27.29,2,0.0,0.0,0,867.0033
1,0,1107.35,43.67,22.69,12,1107.35,0.0,0,990.8723
0,0,1020.23,33.14,25.96,1,0.0,0.0,0,860.3144000000001
0,0,664.37,36.16,25.34,11,0.0,0.0,0,916.2944
0,0,617.6,42.51,23.0,12,0.0,0.0,0,977.73
0,0,968.62,32.97,25.55,1,0.0,0.0,0,842.3835
0,0,876.25,42.82,25.34,10,0.0,0.0,0,1085.0588
0,0,1089.58,34.03,22.67,4,0.0,0.0,0,771.4601000000001
0,0,1391.92,39.4,25.97,11,0.0,0.0,0,1023.218
0,0,857.23,54.59,26.72,9,0.0,0.0,0,1458.6448
0,0,348.18,28.73,28.49,2,0.0,0.0,0,818.5177
0,0,518.0,35.22,24.72,11,0.0,0.0,0,870.6383999999999
1,0,1060.95,32.87,27.01,1,1060.95,0.0,0,887.8187
0,0,814.58,54.4,26.5,9,0.0,0.0,0,1441.6
1,0,471.85,19.88,25.65,3,471.85,0.0,0,509.922
0,0,744.67,35.95,23.88,2,0.0,0.0,0,858.486
1,0,1080.28,46.95,28.69,10,1080.28,0.0,0,1346.9955000000002
0,0,1171.0,43.8,26.91,10,0.0,0.0,0,1178.658
0,0,474.53,34.79,25.31,11,0.0,0.0,0,880.5348999999999
0,0,467.62,32.2,25.02,2,0.0,0.0,0,805.644
0,0,828.47,35.93,23.98,2,0.0,0.0,0,861.6014
0,0,417.1,25.17,26.5,3,0.0,0.0,0,667.005
0,0,1264.37,39.39,25.94,11,0.0,0.0,0,1021.7766
0,0,599.53,22.09,26.73,3,0.0,0.0,0,590.4657
0,0,665.28,39.7,25.85,10,0.0,0.0,0,1026.245
1,0,1325.73,33.68,28.19,1,1325.73,0.0,0,949.4392
0,0,537.08,30.6,26.94,4,0.0,0.0,0,824.364
0,0,349.92,43.98,27.95,5,0.0,0.0,0,1229.241
1,1,464.6,20.73,28.13,3,464.6,464.6,1,583.1349
1,0,1125.68,32.53,27.85,1,1125.68,0.0,0,905.9605
0,0,1266.42,33.35,27.26,1,0.0,0.0,0,909.121
0,0,1011.32,27.59,26.36,3,0.0,0.0,0,727.2724
1,1,618.6,48.21,23.47,1,618.6,618.6,1,1131.4887
1,0,611.18,30.58,26.32,2,611.18,0.0,0,804.8656
0,0,1167.92,40.12,25.43,11,0.0,0.0,0,1020.2516
0,0,356.38,44.13,26.28,10,0.0,0.0,0,1159.7364000000002
0,0,1030.27,47.44,27.74,10,0.0,0.0,0,1315.9855999999995
0,0,730.68,40.19,24.75,11,0.0,0.0,0,994.7025
1,0,683.1,36.07,26.42,11,683.1,0.0,0,952.9694
0,0,347.1,30.42,26.38,2,0.0,0.0,0,802.4796
0,0,630.87,38.05,25.31,11,0.0,0.0,0,963.0454999999998
0,0,587.1,40.02,25.38,10,0.0,0.0,0,1015.7076
1,0,1074.25,46.91,28.68,10,1074.25,0.0,0,1345.3788
0,0,670.05,38.23,24.04,5,0.0,0.0,0,919.0492
1,0,791.08,33.72,26.47,2,791.08,0.0,0,892.5683999999999
1,0,1274.03,38.73,26.69,11,1274.03,0.0,0,1033.7037
1,0,1179.58,43.29,26.7,10,1179.58,0.0,0,1155.8429999999998
1,0,1376.7,28.94,28.25,3,1376.7,0.0,0,817.5550000000001
0,0,468.98,43.93,26.19,6,0.0,0.0,0,1150.5267
1,0,764.27,38.2,25.9,11,764.27,0.0,0,989.38
0,0,1057.95,43.0,25.99,10,0.0,0.0,0,1117.57
0,0,889.88,35.32,26.06,4,0.0,0.0,0,920.4392
0,0,943.03,32.67,25.55,1,0.0,0.0,0,834.7185000000001
0,0,330.87,27.19,25.78,2,0.0,0.0,0,700.9582
0,0,865.17,35.37,26.32,4,0.0,0.0,0,930.9384
0,0,1138.62,39.65,25.44,11,0.0,0.0,0,1008.696
0,0,359.7,29.19,25.54,2,0.0,0.0,0,745.5126
0,0,562.3,39.34,23.06,1,0.0,0.0,0,907.1804
1,0,745.57,32.2,26.46,1,745.57,0.0,0,852.0120000000001
0,0,444.68,32.29,25.22,1,0.0,0.0,0,814.3538
0,0,1219.47,44.04,27.31,5,0.0,0.0,0,1202.7324
1,0,1453.45,41.7,27.45,5,1453.45,0.0,0,1144.665
0,0,892.52,43.63,27.33,5,0.0,0.0,0,1192.4079
1,0,1140.7,44.57,24.15,12,1140.7,0.0,0,1076.3655
0,0,422.78,25.38,26.34,3,0.0,0.0,0,668.5092
1,0,948.28,42.05,26.33,10,948.28,0.0,0,1107.1764999999998
0,0,1153.63,36.03,26.3,11,0.0,0.0,0,947.589
0,0,1581.15,41.19,25.75,11,0.0,0.0,0,1060.6425
0,0,583.45,40.63,21.54,12,0.0,0.0,0,875.1702
0,0,597.93,50.46,22.98,10,0.0,0.0,0,1159.5708
0,0,393.32,54.1,25.75,9,0.0,0.0,0,1393.075
0,0,577.12,31.18,26.17,1,0.0,0.0,0,815.9806000000001
0,0,1106.87,33.18,25.89,1,0.0,0.0,0,859.0302
0,0,1286.17,29.01,26.89,3,0.0,0.0,0,780.0789000000001
1,0,439.32,33.95,24.29,11,439.32,0.0,0,824.6455000000001
1,0,1192.02,42.32,26.53,10,1192.02,0.0,0,1122.7496
1,0,797.5,37.32,26.19,11,797.5,0.0,0,977.4108
0,0,882.17,38.3,25.87,5,0.0,0.0,0,990.821
1,0,1020.22,39.5,25.59,11,1020.22,0.0,0,1010.805
0,0,728.88,32.04,26.14,1,0.0,0.0,0,837.5255999999999
1,0,631.0,45.7,28.44,5,631.0,0.0,0,1299.708
0,0,597.53,50.37,23.11,10,0.0,0.0,0,1164.0507
0,0,599.55,27.16,26.37,3,0.0,0.0,0,716.2092
0,0,1153.15,47.74,25.2,11,0.0,0.0,0,1203.048
0,0,439.48,43.69,26.67,5,0.0,0.0,0,1165.2123
1,0,1302.05,29.87,27.21,3,1302.05,0.0,0,812.7627000000001
0,0,855.45,36.57,22.45,3,0.0,0.0,0,820.9965
0,0,854.55,26.99,26.92,3,0.0,0.0,0,726.5708
0,0,552.87,38.66,23.18,1,0.0,0.0,0,896.1388
0,0,859.43,35.63,25.73,4,0.0,0.0,0,916.7599
1,0,1107.92,42.98,27.32,10,1107.92,0.0,0,1174.2135999999998
0,0,1411.18,42.5,26.56,11,0.0,0.0,0,1128.8
0,0,442.68,43.78,26.68,5,0.0,0.0,0,1168.0504
0,0,890.53,52.05,25.04,9,0.0,0.0,0,1303.332
1,0,1169.9,28.88,27.51,3,1169.9,0.0,0,794.4888
1,0,1692.67,42.74,27.24,11,1692.67,0.0,0,1164.2376
0,0,740.35,40.17,24.73,11,0.0,0.0,0,993.4041
1,1,349.17,17.49,21.52,2,349.17,349.17,1,376.3848
1,0,890.88,32.75,27.01,1,890.88,0.0,0,884.5775000000001
0,0,464.17,40.79,25.38,11,0.0,0.0,0,1035.2502
0,0,935.32,43.83,23.92,12,0.0,0.0,0,1048.4136
0,0,753.45,32.0,24.91,2,0.0,0.0,0,797.12
0,0,842.7,51.57,24.18,10,0.0,0.0,0,1246.9626
0,0,368.18,42.18,24.58,10,0.0,0.0,0,1036.7844
1,1,682.5,37.83,25.91,11,682.5,682.5,1,980.1753
0,0,423.47,31.83,24.67,1,0.0,0.0,0,785.2461
0,0,463.33,25.92,25.44,2,0.0,0.0,0,659.4048
0,0,999.33,38.69,24.72,11,0.0,0.0,0,956.4168
0,0,799.33,51.86,25.16,9,0.0,0.0,0,1304.7976
0,0,404.52,31.59,24.82,1,0.0,0.0,0,784.0638
0,0,735.18,40.16,24.79,11,0.0,0.0,0,995.5664
0,0,513.75,45.39,26.53,5,0.0,0.0,0,1204.1967
1,0,1049.15,41.82,26.62,11,1049.15,0.0,0,1113.2484
0,0,398.3,40.46,23.94,11,0.0,0.0,0,968.6124
1,0,480.57,28.58,26.63,3,480.57,0.0,0,761.0853999999999
0,0,945.7,39.05,25.19,11,0.0,0.0,0,983.6695
0,0,376.07,49.98,25.22,9,0.0,0.0,0,1260.4956
0,0,1165.32,33.33,26.03,1,0.0,0.0,0,867.5799
0,0,960.43,31.35,27.05,1,0.0,0.0,0,848.0175
0,0,1027.68,46.24,24.05,11,0.0,0.0,0,1112.072
0,0,912.42,40.51,25.54,5,0.0,0.0,0,1034.6254
1,0,1582.43,40.75,27.01,11,1582.43,0.0,0,1100.6575
0,0,476.47,32.22,25.0,2,0.0,0.0,0,805.5
0,0,1106.3,42.72,25.86,10,0.0,0.0,0,1104.7392
0,1,530.97,54.85,27.02,8,0.0,530.97,0,1482.047
0,0,464.4,32.32,24.68,2,0.0,0.0,0,797.6576
1,0,1554.8,41.58,27.42,5,1554.8,0.0,0,1140.1236
1,0,656.63,32.57,25.25,2,656.63,0.0,0,822.3925
0,0,827.67,28.1,25.42,3,0.0,0.0,0,714.3020000000001
1,0,1178.33,35.8,26.48,11,1178.33,0.0,0,947.984
0,0,352.43,44.23,26.17,10,0.0,0.0,0,1157.4991
0,1,558.85,55.03,27.21,8,0.0,558.85,0,1497.3663
0,0,537.58,32.84,21.26,4,0.0,0.0,0,698.1784000000001
0,0,1157.45,49.03,23.71,11,0.0,0.0,0,1162.5013
0,0,590.23,38.72,23.13,12,0.0,0.0,0,895.5935999999999
0,0,358.57,29.56,26.09,2,0.0,0.0,0,771.2203999999999
0,0,1081.62,27.95,26.47,3,0.0,0.0,0,739.8365
0,0,512.13,30.62,26.57,4,0.0,0.0,0,813.5734
0,0,565.78,35.83,19.72,3,0.0,0.0,0,706.5676
0,0,1329.43,52.7,24.75,10,0.0,0.0,0,1304.325
0,0,444.03,43.72,26.49,5,0.0,0.0,0,1158.1428
0,0,1241.35,41.04,25.23,11,0.0,0.0,0,1035.4392
0,0,917.98,39.86,23.59,1,0.0,0.0,0,940.2974
0,0,611.42,35.31,25.99,4,0.0,0.0,0,917.7069
1,0,1922.85,44.07,26.84,10,1922.85,0.0,0,1182.8388
1,0,1131.68,33.34,28.89,1,1131.68,0.0,0,963.1926
0,0,1158.58,42.03,26.26,5,0.0,0.0,0,1103.7078
1,0,533.92,36.96,25.21,5,533.92,0.0,0,931.7616
0,0,452.38,32.75,24.39,1,0.0,0.0,0,798.7725
0,0,811.08,47.44,28.1,5,0.0,0.0,0,1333.064
0,0,593.25,35.65,23.73,2,0.0,0.0,0,845.9745
1,1,686.3,55.23,26.66,8,686.3,686.3,1,1472.4317999999998
0,0,780.98,32.14,26.11,2,0.0,0.0,0,839.1754
0,0,527.05,40.41,25.18,10,0.0,0.0,0,1017.5238
0,0,673.55,38.17,25.57,11,0.0,0.0,0,976.0069
0,0,361.35,49.88,25.24,9,0.0,0.0,0,1258.9712
1,1,844.43,27.81,27.31,2,844.43,844.43,1,759.4911
0,0,1275.08,39.88,25.99,11,0.0,0.0,0,1036.4812
0,0,442.48,25.58,26.54,3,0.0,0.0,0,678.8932
0,0,823.23,28.21,25.32,3,0.0,0.0,0,714.2772
1,0,934.67,30.95,27.76,1,934.67,0.0,0,859.172
1,0,1850.08,41.75,27.55,11,1850.08,0.0,0,1150.2125
0,0,1147.23,42.3,26.54,10,0.0,0.0,0,1122.6419999999998
0,0,427.03,28.03,26.64,4,0.0,0.0,0,746.7192
0,0,1521.78,40.57,24.8,11,0.0,0.0,0,1006.136
1,0,1755.68,52.7,25.06,10,1755.68,0.0,0,1320.662
0,1,536.22,50.99,27.93,8,0.0,536.22,0,1424.1507
0,0,1231.37,36.23,26.47,11,0.0,0.0,0,959.0081
0,0,1042.82,44.05,26.75,5,0.0,0.0,0,1178.3375
0,0,963.2,28.28,27.84,3,0.0,0.0,0,787.3152
1,0,915.35,27.82,28.36,3,915.35,0.0,0,788.9752
0,0,569.77,36.68,19.38,3,0.0,0.0,0,710.8584
0,0,1130.05,40.33,25.37,11,0.0,0.0,0,1023.1721
0,0,813.87,25.25,26.91,3,0.0,0.0,0,679.4775
1,0,1263.65,42.01,26.49,5,1263.65,0.0,0,1112.8448999999998
0,0,795.02,32.05,25.65,1,0.0,0.0,0,822.0824999999999
0,0,1150.1,33.19,26.82,1,0.0,0.0,0,890.1558
0,0,463.13,28.32,26.69,4,0.0,0.0,0,755.8608
1,0,395.43,18.84,22.86,2,395.43,0.0,0,430.6824
0,0,889.93,32.48,25.37,1,0.0,0.0,0,824.0175999999999
0,0,375.73,44.68,26.73,5,0.0,0.0,0,1194.2964
0,0,1179.03,40.93,26.32,5,0.0,0.0,0,1077.2776
0,0,492.52,22.16,27.35,3,0.0,0.0,0,606.076
0,0,758.05,36.46,24.92,2,0.0,0.0,0,908.5832
1,0,1757.82,42.42,27.44,11,1757.82,0.0,0,1164.0048000000002
1,0,698.65,39.3,23.09,1,698.65,0.0,0,907.437
0,0,605.0,47.39,22.01,11,0.0,0.0,0,1043.0539
0,0,874.67,27.84,27.52,3,0.0,0.0,0,766.1568
0,0,453.87,44.15,24.73,5,0.0,0.0,0,1091.8295
0,0,535.15,30.83,24.84,2,0.0,0.0,0,765.8172
0,0,1391.6,29.05,27.68,3,0.0,0.0,0,804.104
1,0,1067.35,38.31,26.5,11,1067.35,0.0,0,1015.215
0,0,544.88,44.61,21.87,11,0.0,0.0,0,975.6207
1,0,1326.58,43.04,27.15,10,1326.58,0.0,0,1168.5359999999998
0,0,610.8,31.1,25.34,2,0.0,0.0,0,788.0740000000001
1,0,770.53,42.13,25.37,10,770.53,0.0,0,1068.8381000000002
0,0,370.78,28.9,25.49,3,0.0,0.0,0,736.661
0,0,887.43,27.89,27.52,3,0.0,0.0,0,767.5328
1,0,1020.73,31.86,28.72,1,1020.73,0.0,0,915.0192
1,0,857.65,37.16,20.59,3,857.65,0.0,0,765.1243999999999
1,0,1048.03,38.32,26.92,11,1048.03,0.0,0,1031.5744
0,0,794.77,30.9,26.56,1,0.0,0.0,0,820.704
0,0,857.97,43.53,27.31,5,0.0,0.0,0,1188.8043
0,0,683.25,37.99,24.09,5,0.0,0.0,0,915.1791
1,0,1421.97,33.68,27.91,1,1421.97,0.0,0,940.0088
0,0,381.13,25.22,25.67,3,0.0,0.0,0,647.3974000000001
1,0,567.95,31.88,25.45,1,567.95,0.0,0,811.346
0,0,421.37,25.32,26.35,3,0.0,0.0,0,667.182
0,0,1044.08,41.42,25.44,5,0.0,0.0,0,1053.7248000000002
0,0,986.38,27.54,27.78,2,0.0,0.0,0,765.0612
1,0,1175.9,33.12,27.22,1,1175.9,0.0,0,901.5264
0,0,362.07,28.8,25.56,2,0.0,0.0,0,736.1279999999999
0,0,872.2,40.46,23.31,1,0.0,0.0,0,943.1226
0,0,763.23,39.6,25.84,11,0.0,0.0,0,1023.264
0,0,985.38,36.56,25.22,2,0.0,0.0,0,922.0432
0,0,643.2,27.38,26.26,3,0.0,0.0,0,718.9988
1,0,1021.58,47.84,28.6,10,1021.58,0.0,0,1368.2240000000002
0,0,338.9,44.89,25.38,10,0.0,0.0,0,1139.3082
0,0,721.27,31.92,24.78,2,0.0,0.0,0,790.9776
0,0,534.47,24.77,28.62,3,0.0,0.0,0,708.9174
0,0,598.35,40.14,25.36,10,0.0,0.0,0,1017.9504
0,0,877.35,31.01,26.77,1,0.0,0.0,0,830.1377
1,0,1490.15,34.16,28.52,1,1490.15,0.0,0,974.2432
0,0,691.63,36.57,24.63,2,0.0,0.0,0,900.7191
1,0,1036.07,47.42,24.05,1,1036.07,0.0,0,1140.451
1,0,795.45,26.42,27.14,3,795.45,0.0,0,717.0388
0,0,720.37,31.94,25.59,1,0.0,0.0,0,817.3446
1,0,534.95,25.44,27.6,3,534.95,0.0,0,702.1440000000001
1,0,1250.93,43.7,26.25,10,1250.93,0.0,0,1147.125
0,0,979.53,39.05,25.27,11,0.0,0.0,0,986.7935
0,0,1120.22,33.28,22.85,4,0.0,0.0,0,760.4480000000001
0,0,857.87,47.69,28.3,5,0.0,0.0,0,1349.627
0,0,536.83,44.31,21.89,11,0.0,0.0,0,969.9459
1,0,717.48,51.59,26.08,9,717.48,0.0,0,1345.4672
1,0,850.15,39.72,24.29,11,850.15,0.0,0,964.7988
0,0,791.18,38.15,24.38,5,0.0,0.0,0,930.097
1,0,1256.8,43.5,26.72,10,1256.8,0.0,0,1162.32
0,0,655.67,38.05,25.4,11,0.0,0.0,0,966.47
0,0,458.03,32.75,24.36,1,0.0,0.0,0,797.79
0,0,933.5,42.51,25.37,10,0.0,0.0,0,1078.4787
0,0,572.13,31.14,26.21,1,0.0,0.0,0,816.1794
1,0,858.73,38.09,26.28,11,858.73,0.0,0,1001.0052000000002
1,0,751.85,30.2,27.02,1,751.85,0.0,0,816.004
0,0,930.08,31.24,26.91,1,0.0,0.0,0,840.6683999999999
1,1,400.9,50.28,25.12,6,400.9,400.9,1,1263.0336
0,0,769.52,39.56,23.15,1,0.0,0.0,0,915.814
0,0,590.48,30.99,27.29,4,0.0,0.0,0,845.7171
0,0,1720.82,42.33,26.37,11,0.0,0.0,0,1116.2421
0,1,556.7,57.45,24.87,8,0.0,556.7,0,1428.7815
1,0,1586.53,34.45,27.3,1,1586.53,0.0,0,940.485
0,0,595.97,35.78,24.02,2,0.0,0.0,0,859.4356
0,0,536.8,35.33,24.78,11,0.0,0.0,0,875.4774
1,0,627.92,28.18,28.23,1,627.92,0.0,0,795.5214
0,0,848.03,40.38,25.59,5,0.0,0.0,0,1033.3242
0,0,601.68,50.46,23.17,10,0.0,0.0,0,1169.1582
1,0,1241.93,39.09,26.59,11,1241.93,0.0,0,1039.4031
0,0,1222.7,43.65,27.26,10,0.0,0.0,0,1189.899
0,0,994.95,32.57,25.92,1,0.0,0.0,0,844.2144000000001
0,0,1055.08,38.09,26.05,5,0.0,0.0,0,992.2445
0,0,726.7,39.15,26.38,10,0.0,0.0,0,1032.7769999999998
0,0,720.62,38.47,26.73,11,0.0,0.0,0,1028.3031
0,0,917.48,52.04,25.14,9,0.0,0.0,0,1308.2856
0,0,1146.37,38.97,25.4,11,0.0,0.0,0,989.838
0,0,466.17,41.37,24.72,11,0.0,0.0,0,1022.6663999999998
0,0,495.57,25.6,25.9,2,0.0,0.0,0,663.04
0,0,979.38,52.02,24.39,10,0.0,0.0,0,1268.7678
0,0,778.03,27.98,25.87,3,0.0,0.0,0,723.8426000000001
0,0,456.4,43.93,24.98,5,0.0,0.0,0,1097.3714
1,0,1639.8,40.18,26.35,11,1639.8,0.0,0,1058.743
1,0,577.58,40.24,22.44,1,577.58,0.0,0,902.9856
0,0,631.8,37.93,25.37,11,0.0,0.0,0,962.2841
0,0,582.08,42.41,23.03,12,0.0,0.0,0,976.7023
0,0,426.97,28.03,26.64,4,0.0,0.0,0,746.7192
0,0,493.55,30.43,24.76,2,0.0,0.0,0,753.4468
0,0,957.53,45.83,24.11,11,0.0,0.0,0,1104.9613
0,0,1301.98,36.36,26.69,11,0.0,0.0,0,970.4484
1,0,1185.17,43.54,26.18,10,1185.17,0.0,0,1139.8772
1,0,1075.93,32.87,25.93,2,1075.93,0.0,0,852.3190999999999
0,0,1269.97,39.48,25.95,11,0.0,0.0,0,1024.506
